Country,Year,Vehicle Class,Category Of Vehicle,Sales Of Motor Vehicles,Parameters,Consumer Category,Energy Sale For Utilities And Non-Utilities
India,"Financial Year (Apr - Mar), 2021",Two Wheelers,Motorcycles,5168198,LPG ONLY,Public Water Works & Sewage Pumping,13024.87
India,"Financial Year (Apr - Mar), 2019",Two Wheelers,Electric Cars,,ELECTRIC(BOV),Agriculture,51029.43
India,"Financial Year (Apr - Mar), 2010",Quadricycle,Scooters,1862978,ELECTRIC/PLUG-IN,Miscellaneous,
India,"Financial Year (Apr - Mar), 2001",Quadricycle,Diesel Cars,,PETROL,Commercial,97464.2
India,"Financial Year (Apr - Mar), 2000",Quadricycle,Scooters,,ELECTRIC(BOV),Domestic,31152.59
India,"Financial Year (Apr - Mar), 2011",Trucks,CNG Cars,1206886,CNG ONLY,Miscellaneous,4114.89
India,"Financial Year (Apr - Mar), 2009",Four Wheelers,Electric Cars,5686448,PETROL,Public Water Works & Sewage Pumping,6840.47
India,"Financial Year (Apr - Mar), 2015",Buses,Motorcycles,,PETROL,Miscellaneous,4897.83
India,"Financial Year (Apr - Mar), 2020",Quadricycle,Electric Two Wheelers,9927877,CNG ONLY,Agriculture,86059.66
India,"Financial Year (Apr - Mar), 2006",Trucks,Scooters,,LPG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2023",Quadricycle,Electric Two Wheelers,,DIESEL,Domestic,6132.43
India,"Financial Year (Apr - Mar), 2012",Trucks,Quadricycle,2470686,LPG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2001",Two Wheelers,Diesel Cars,,PETROL,Commercial,2848.94
India,"Financial Year (Apr - Mar), 2015",Four Wheelers,CNG Cars,5786902,DIESEL/HYBRID,Public Water Works & Sewage Pumping,28952
India,"Financial Year (Apr - Mar), 2011",Three Wheelers,Scooters,8435288,PETROL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2013",Two Wheelers,Scooters,,DIESEL,Commercial,
India,"Financial Year (Apr - Mar), 2001",Four Wheelers,Mopeds,,ELECTRIC(BOV),Commercial,35647.14
India,"Financial Year (Apr - Mar), 2023",Buses,Quadricycle,,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2013",Trucks,Scooters,,CNG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2004",Quadricycle,Mopeds,2222746,DIESEL/HYBRID,Commercial,5602.81
India,"Financial Year (Apr - Mar), 2014",Trucks,Quadricycle,,ELECTRIC/PLUG-IN,Miscellaneous,
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Motorcycles,7804833,DIESEL,Commercial,1437.16
India,"Financial Year (Apr - Mar), 2021",Quadricycle,Electric Two Wheelers,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,26936.58
India,"Financial Year (Apr - Mar), 2024",Two Wheelers,Electric Cars,888269,CNG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2014",Trucks,Quadricycle,338897,DIESEL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2006",Three Wheelers,Diesel Cars,,PETROL,Miscellaneous,17090.39
India,"Financial Year (Apr - Mar), 2018",Trucks,Mopeds,,DIESEL,Commercial,83831.05
India,"Financial Year (Apr - Mar), 2006",Buses,Mopeds,5222246,CNG ONLY,Commercial,81153.29
India,"Financial Year (Apr - Mar), 2004",Trucks,Electric Cars,4017883,PETROL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2011",Two Wheelers,Motorcycles,,PETROL,Agriculture,1082.47
India,"Financial Year (Apr - Mar), 2001",Four Wheelers,Motorcycles,,DIESEL/HYBRID,Commercial,2817.47
India,"Financial Year (Apr - Mar), 2016",Two Wheelers,Electric Cars,8684106,DIESEL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2015",Quadricycle,Electric Cars,,LPG ONLY,Commercial,8087.05
India,"Financial Year (Apr - Mar), 2015",Trucks,CNG Cars,,DIESEL/HYBRID,Agriculture,1280.77
India,"Financial Year (Apr - Mar), 2015",Four Wheelers,Diesel Cars,,ELECTRIC(BOV),Commercial,
India,"Financial Year (Apr - Mar), 2021",Three Wheelers,Electric Two Wheelers,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,9508.91
India,"Financial Year (Apr - Mar), 2003",Buses,Quadricycle,,ELECTRIC/PLUG-IN,Commercial,16670.73
India,"Financial Year (Apr - Mar), 2022",Quadricycle,Diesel Cars,1787182,ELECTRIC/PLUG-IN,Miscellaneous,5597.35
India,"Financial Year (Apr - Mar), 2009",Four Wheelers,Mopeds,1968303,CNG ONLY,Domestic,1290.07
India,"Financial Year (Apr - Mar), 2017",Four Wheelers,CNG Cars,9065103,DIESEL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2006",Buses,CNG Cars,,CNG ONLY,Public Water Works & Sewage Pumping,6012.42
India,"Financial Year (Apr - Mar), 2007",Four Wheelers,Scooters,,ELECTRIC(BOV),Domestic,36740.54
India,"Financial Year (Apr - Mar), 2023",Four Wheelers,CNG Cars,7544476,PETROL,Commercial,
India,"Financial Year (Apr - Mar), 2012",Trucks,Quadricycle,2854814,CNG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2010",Trucks,Motorcycles,5307083,LPG ONLY,Miscellaneous,80740.04
India,"Financial Year (Apr - Mar), 2021",Quadricycle,Mopeds,7420085,DIESEL,Miscellaneous,6831.54
India,"Financial Year (Apr - Mar), 2024",Quadricycle,Scooters,5277872,ELECTRIC/PLUG-IN,Domestic,
India,"Financial Year (Apr - Mar), 2008",Quadricycle,Electric Cars,,PETROL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2001",Two Wheelers,Quadricycle,,DIESEL,Domestic,7101.86
India,"Financial Year (Apr - Mar), 2022",Quadricycle,Mopeds,3804146,PETROL,Miscellaneous,3353.23
India,"Financial Year (Apr - Mar), 2015",Trucks,Motorcycles,1582464,DIESEL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2004",Quadricycle,Electric Two Wheelers,,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2001",Four Wheelers,Quadricycle,,CNG ONLY,Commercial,31897.26
India,"Financial Year (Apr - Mar), 2010",Two Wheelers,Electric Cars,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2019",Two Wheelers,Quadricycle,6892538,ELECTRIC(BOV),Domestic,9708.2
India,"Financial Year (Apr - Mar), 2007",Two Wheelers,Diesel Cars,7046968,PETROL,Agriculture,
India,"Financial Year (Apr - Mar), 2010",Two Wheelers,Electric Two Wheelers,,LPG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2018",Trucks,Motorcycles,6868436,DIESEL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2003",Three Wheelers,Mopeds,,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2009",Four Wheelers,Quadricycle,,ELECTRIC/PLUG-IN,Commercial,
India,"Financial Year (Apr - Mar), 2014",Trucks,Mopeds,5361804,ELECTRIC(BOV),Public Water Works & Sewage Pumping,5936.66
India,"Financial Year (Apr - Mar), 2002",Quadricycle,Electric Cars,7931241,DIESEL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2017",Three Wheelers,Mopeds,9494749,DIESEL/HYBRID,Public Water Works & Sewage Pumping,5011.96
India,"Financial Year (Apr - Mar), 2012",Three Wheelers,Mopeds,,ELECTRIC/PLUG-IN,Agriculture,
India,"Financial Year (Apr - Mar), 2023",Three Wheelers,Diesel Cars,3239285,PETROL,Public Water Works & Sewage Pumping,58610.5
India,"Financial Year (Apr - Mar), 2009",Trucks,Mopeds,,CNG ONLY,Commercial,83331.66
India,"Financial Year (Apr - Mar), 2024",Two Wheelers,Diesel Cars,,PETROL,Domestic,1600.06
India,"Financial Year (Apr - Mar), 2024",Three Wheelers,Electric Cars,4820233,DIESEL/HYBRID,Domestic,8025.58
India,"Financial Year (Apr - Mar), 2005",Quadricycle,Mopeds,4792614,DIESEL/HYBRID,Agriculture,3850.25
India,"Financial Year (Apr - Mar), 2006",Trucks,Electric Cars,,CNG ONLY,Agriculture,85683.24
India,"Financial Year (Apr - Mar), 2017",Quadricycle,Electric Cars,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,8804.11
India,"Financial Year (Apr - Mar), 2022",Two Wheelers,Diesel Cars,,PETROL,Miscellaneous,64659.21
India,"Financial Year (Apr - Mar), 2016",Quadricycle,Electric Two Wheelers,1085091,DIESEL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2018",Trucks,Scooters,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,19827.01
India,"Financial Year (Apr - Mar), 2000",Buses,Electric Two Wheelers,,CNG ONLY,Commercial,21371.04
India,"Financial Year (Apr - Mar), 2018",Four Wheelers,Electric Two Wheelers,,CNG ONLY,Agriculture,72944.1
India,"Financial Year (Apr - Mar), 2003",Quadricycle,Quadricycle,280153,LPG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2013",Buses,Electric Two Wheelers,,PETROL,Miscellaneous,94441.18
India,"Financial Year (Apr - Mar), 2018",Buses,Diesel Cars,4778585,ELECTRIC(BOV),Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2015",Four Wheelers,Electric Cars,,ELECTRIC/PLUG-IN,Miscellaneous,7295.06
India,"Financial Year (Apr - Mar), 2014",Buses,Electric Cars,9073829,DIESEL/HYBRID,Agriculture,32355.69
India,"Financial Year (Apr - Mar), 2012",Trucks,Diesel Cars,,DIESEL/HYBRID,Miscellaneous,75871.38
India,"Financial Year (Apr - Mar), 2004",Four Wheelers,Mopeds,,ELECTRIC(BOV),Domestic,2896.69
India,"Financial Year (Apr - Mar), 2023",Four Wheelers,Mopeds,,DIESEL,Agriculture,7698.47
India,"Financial Year (Apr - Mar), 2018",Four Wheelers,Scooters,5823481,ELECTRIC(BOV),Agriculture,18331.85
India,"Financial Year (Apr - Mar), 2018",Two Wheelers,Scooters,,ELECTRIC(BOV),Agriculture,3113.93
India,"Financial Year (Apr - Mar), 2023",Quadricycle,Electric Two Wheelers,1726126,DIESEL/HYBRID,Domestic,9766.39
India,"Financial Year (Apr - Mar), 2024",Trucks,Electric Cars,3345430,ELECTRIC/PLUG-IN,Miscellaneous,6026.44
India,"Financial Year (Apr - Mar), 2009",Trucks,CNG Cars,,ELECTRIC/PLUG-IN,Miscellaneous,
India,"Financial Year (Apr - Mar), 2006",Two Wheelers,Scooters,,ELECTRIC(BOV),Domestic,68036.98
India,"Financial Year (Apr - Mar), 2000",Trucks,Electric Cars,,DIESEL/HYBRID,Commercial,
India,"Financial Year (Apr - Mar), 2013",Four Wheelers,Electric Cars,,ELECTRIC/PLUG-IN,Commercial,
India,"Financial Year (Apr - Mar), 2013",Four Wheelers,Diesel Cars,9966589,ELECTRIC(BOV),Miscellaneous,2506.43
India,"Financial Year (Apr - Mar), 2016",Four Wheelers,Diesel Cars,9821642,CNG ONLY,Domestic,5182.23
India,"Financial Year (Apr - Mar), 2021",Trucks,Quadricycle,6206116,ELECTRIC/PLUG-IN,Domestic,3157.57
India,"Financial Year (Apr - Mar), 2018",Three Wheelers,Quadricycle,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,28801.67
India,"Financial Year (Apr - Mar), 2008",Four Wheelers,Quadricycle,5087817,ELECTRIC(BOV),Commercial,
India,"Financial Year (Apr - Mar), 2024",Buses,Quadricycle,9292251,ELECTRIC/PLUG-IN,Miscellaneous,95481.94
India,"Financial Year (Apr - Mar), 2023",Buses,Mopeds,,ELECTRIC/PLUG-IN,Domestic,
India,"Financial Year (Apr - Mar), 2022",Four Wheelers,Motorcycles,9404906,ELECTRIC(BOV),Agriculture,55013.33
India,"Financial Year (Apr - Mar), 2012",Buses,Electric Two Wheelers,,ELECTRIC/PLUG-IN,Domestic,76836.86
India,"Financial Year (Apr - Mar), 2008",Two Wheelers,Electric Two Wheelers,3042563,ELECTRIC/PLUG-IN,Agriculture,61329.92
India,"Financial Year (Apr - Mar), 2023",Four Wheelers,Diesel Cars,2056416,ELECTRIC/PLUG-IN,Agriculture,79122.92
India,"Financial Year (Apr - Mar), 2014",Three Wheelers,Mopeds,,DIESEL,Agriculture,55110.95
India,"Financial Year (Apr - Mar), 2020",Four Wheelers,Motorcycles,5822085,DIESEL/HYBRID,Commercial,1821.45
India,"Financial Year (Apr - Mar), 2015",Four Wheelers,Quadricycle,,ELECTRIC/PLUG-IN,Agriculture,6787.9
India,"Financial Year (Apr - Mar), 2015",Three Wheelers,Diesel Cars,,ELECTRIC/PLUG-IN,Domestic,94106.64
India,"Financial Year (Apr - Mar), 2009",Buses,Electric Cars,,PETROL,Commercial,85707.47
India,"Financial Year (Apr - Mar), 2016",Buses,Quadricycle,,ELECTRIC/PLUG-IN,Commercial,
India,"Financial Year (Apr - Mar), 2024",Two Wheelers,CNG Cars,,DIESEL/HYBRID,Agriculture,
India,"Financial Year (Apr - Mar), 2013",Quadricycle,CNG Cars,,DIESEL,Miscellaneous,7209.5
India,"Financial Year (Apr - Mar), 2003",Three Wheelers,CNG Cars,,ELECTRIC(BOV),Domestic,952.18
India,"Financial Year (Apr - Mar), 2017",Quadricycle,Electric Two Wheelers,6148708,DIESEL,Domestic,81109.86
India,"Financial Year (Apr - Mar), 2021",Two Wheelers,Motorcycles,4197551,ELECTRIC(BOV),Miscellaneous,4054.92
India,"Financial Year (Apr - Mar), 2010",Buses,CNG Cars,3532591,DIESEL,Domestic,6733.36
India,"Financial Year (Apr - Mar), 2005",Two Wheelers,Motorcycles,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,1499.86
India,"Financial Year (Apr - Mar), 2006",Four Wheelers,Mopeds,,CNG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2006",Quadricycle,Mopeds,4857724,LPG ONLY,Public Water Works & Sewage Pumping,9835.37
India,"Financial Year (Apr - Mar), 2011",Two Wheelers,Mopeds,1249613,DIESEL,Miscellaneous,12613.49
India,"Financial Year (Apr - Mar), 2007",Two Wheelers,CNG Cars,,ELECTRIC/PLUG-IN,Miscellaneous,1109.48
India,"Financial Year (Apr - Mar), 2015",Buses,Motorcycles,7883647,PETROL,Commercial,
India,"Financial Year (Apr - Mar), 2008",Two Wheelers,Diesel Cars,9892126,DIESEL,Commercial,3811.95
India,"Financial Year (Apr - Mar), 2018",Trucks,Electric Two Wheelers,3616743,DIESEL,Miscellaneous,3481.1
India,"Financial Year (Apr - Mar), 2017",Four Wheelers,Quadricycle,3005742,DIESEL,Domestic,3409.77
India,"Financial Year (Apr - Mar), 2003",Trucks,Scooters,,PETROL,Domestic,
India,"Financial Year (Apr - Mar), 2018",Trucks,CNG Cars,42799,PETROL,Agriculture,
India,"Financial Year (Apr - Mar), 2011",Buses,Electric Two Wheelers,2119572,LPG ONLY,Commercial,97211.17
India,"Financial Year (Apr - Mar), 2008",Trucks,Electric Cars,3579873,PETROL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2021",Trucks,Mopeds,,DIESEL,Miscellaneous,45146.41
India,"Financial Year (Apr - Mar), 2012",Three Wheelers,Scooters,3115038,ELECTRIC/PLUG-IN,Miscellaneous,17246.49
India,"Financial Year (Apr - Mar), 2017",Quadricycle,CNG Cars,9337652,CNG ONLY,Public Water Works & Sewage Pumping,7175.79
India,"Financial Year (Apr - Mar), 2007",Buses,Diesel Cars,,DIESEL,Domestic,6171.13
India,"Financial Year (Apr - Mar), 2018",Trucks,Electric Two Wheelers,,ELECTRIC/PLUG-IN,Commercial,
India,"Financial Year (Apr - Mar), 2024",Buses,Quadricycle,,ELECTRIC/PLUG-IN,Domestic,9900.97
India,"Financial Year (Apr - Mar), 2010",Trucks,Mopeds,,LPG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2002",Buses,Quadricycle,586115,DIESEL/HYBRID,Public Water Works & Sewage Pumping,3098.99
India,"Financial Year (Apr - Mar), 2020",Buses,Diesel Cars,6113996,PETROL,Miscellaneous,8265.33
India,"Financial Year (Apr - Mar), 2006",Two Wheelers,Quadricycle,69789,CNG ONLY,Domestic,1520.11
India,"Financial Year (Apr - Mar), 2004",Trucks,Mopeds,6839484,ELECTRIC/PLUG-IN,Commercial,57238.95
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Electric Two Wheelers,8787439,DIESEL,Public Water Works & Sewage Pumping,98529.47
India,"Financial Year (Apr - Mar), 2017",Quadricycle,Diesel Cars,,ELECTRIC/PLUG-IN,Agriculture,
India,"Financial Year (Apr - Mar), 2014",Three Wheelers,Mopeds,,DIESEL,Commercial,9850.49
India,"Financial Year (Apr - Mar), 2005",Two Wheelers,Diesel Cars,,LPG ONLY,Public Water Works & Sewage Pumping,40788.55
India,"Financial Year (Apr - Mar), 2007",Two Wheelers,Electric Cars,,DIESEL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2017",Buses,Diesel Cars,1214707,ELECTRIC(BOV),Commercial,8594.51
India,"Financial Year (Apr - Mar), 2003",Four Wheelers,Electric Cars,,ELECTRIC/PLUG-IN,Miscellaneous,69204.04
India,"Financial Year (Apr - Mar), 2020",Two Wheelers,Electric Cars,3678839,CNG ONLY,Miscellaneous,8606.29
India,"Financial Year (Apr - Mar), 2015",Trucks,Diesel Cars,9664070,DIESEL,Domestic,6775.13
India,"Financial Year (Apr - Mar), 2014",Four Wheelers,Scooters,9636763,DIESEL/HYBRID,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2012",Quadricycle,Motorcycles,5367313,DIESEL/HYBRID,Agriculture,2773.93
India,"Financial Year (Apr - Mar), 2008",Trucks,Electric Two Wheelers,1379943,PETROL,Miscellaneous,34588.32
India,"Financial Year (Apr - Mar), 2013",Four Wheelers,Electric Two Wheelers,8619933,PETROL,Commercial,43785.57
India,"Financial Year (Apr - Mar), 2009",Trucks,Quadricycle,7028900,ELECTRIC/PLUG-IN,Commercial,6409.81
India,"Financial Year (Apr - Mar), 2015",Two Wheelers,Diesel Cars,,PETROL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2011",Quadricycle,Scooters,6720920,ELECTRIC(BOV),Miscellaneous,54103.62
India,"Financial Year (Apr - Mar), 2009",Four Wheelers,Mopeds,,DIESEL/HYBRID,Domestic,3908.06
India,"Financial Year (Apr - Mar), 2000",Three Wheelers,Scooters,6674655,DIESEL,Commercial,
India,"Financial Year (Apr - Mar), 2010",Three Wheelers,Scooters,8040976,DIESEL,Domestic,70806.5
India,"Financial Year (Apr - Mar), 2006",Four Wheelers,Diesel Cars,6516557,LPG ONLY,Domestic,66231.61
India,"Financial Year (Apr - Mar), 2003",Three Wheelers,Diesel Cars,,LPG ONLY,Commercial,43264.49
India,"Financial Year (Apr - Mar), 2004",Two Wheelers,Mopeds,,LPG ONLY,Agriculture,82689.59
India,"Financial Year (Apr - Mar), 2010",Buses,Electric Cars,6773975,DIESEL,Commercial,9880.99
India,"Financial Year (Apr - Mar), 2010",Three Wheelers,Quadricycle,918478,DIESEL,Commercial,2518.61
India,"Financial Year (Apr - Mar), 2019",Trucks,Mopeds,3510777,DIESEL,Domestic,9324.95
India,"Financial Year (Apr - Mar), 2008",Three Wheelers,Mopeds,,DIESEL,Commercial,8911.6
India,"Financial Year (Apr - Mar), 2009",Three Wheelers,Electric Two Wheelers,512827,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2008",Trucks,Quadricycle,,ELECTRIC(BOV),Miscellaneous,56498.9
India,"Financial Year (Apr - Mar), 2024",Buses,CNG Cars,6168668,CNG ONLY,Agriculture,61140.5
India,"Financial Year (Apr - Mar), 2004",Four Wheelers,CNG Cars,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,4850.54
India,"Financial Year (Apr - Mar), 2013",Two Wheelers,Scooters,,CNG ONLY,Miscellaneous,6593.75
India,"Financial Year (Apr - Mar), 2017",Four Wheelers,Motorcycles,2765748,CNG ONLY,Domestic,3861.62
India,"Financial Year (Apr - Mar), 2009",Two Wheelers,Diesel Cars,7960122,CNG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2010",Quadricycle,Electric Cars,3766330,ELECTRIC/PLUG-IN,Commercial,96891.24
India,"Financial Year (Apr - Mar), 2018",Two Wheelers,Motorcycles,,PETROL,Agriculture,2910.07
India,"Financial Year (Apr - Mar), 2021",Quadricycle,Diesel Cars,6062109,ELECTRIC(BOV),Commercial,44836.91
India,"Financial Year (Apr - Mar), 2018",Quadricycle,Electric Two Wheelers,,LPG ONLY,Public Water Works & Sewage Pumping,45410.33
India,"Financial Year (Apr - Mar), 2023",Three Wheelers,Diesel Cars,5504647,PETROL,Agriculture,
India,"Financial Year (Apr - Mar), 2006",Quadricycle,Electric Cars,,ELECTRIC(BOV),Commercial,
India,"Financial Year (Apr - Mar), 2023",Two Wheelers,Quadricycle,,PETROL,Commercial,6836.2
India,"Financial Year (Apr - Mar), 2002",Four Wheelers,Motorcycles,,ELECTRIC(BOV),Agriculture,7301.44
India,"Financial Year (Apr - Mar), 2007",Trucks,Motorcycles,5308692,PETROL,Agriculture,29164.56
India,"Financial Year (Apr - Mar), 2012",Buses,Electric Cars,,ELECTRIC(BOV),Miscellaneous,76697.09
India,"Financial Year (Apr - Mar), 2018",Quadricycle,CNG Cars,,CNG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2019",Quadricycle,CNG Cars,,CNG ONLY,Agriculture,2010.66
India,"Financial Year (Apr - Mar), 2014",Three Wheelers,CNG Cars,,LPG ONLY,Domestic,35284.37
India,"Financial Year (Apr - Mar), 2012",Quadricycle,Electric Two Wheelers,,ELECTRIC(BOV),Miscellaneous,5378.46
India,"Financial Year (Apr - Mar), 2023",Trucks,Electric Two Wheelers,,PETROL,Miscellaneous,68659.7
India,"Financial Year (Apr - Mar), 2001",Two Wheelers,Electric Two Wheelers,6044589,LPG ONLY,Miscellaneous,36181.61
India,"Financial Year (Apr - Mar), 2022",Three Wheelers,Electric Two Wheelers,4891550,PETROL,Agriculture,3644.22
India,"Financial Year (Apr - Mar), 2011",Trucks,CNG Cars,8865543,ELECTRIC/PLUG-IN,Miscellaneous,94221.98
India,"Financial Year (Apr - Mar), 2015",Four Wheelers,Diesel Cars,,PETROL,Domestic,9435.6
India,"Financial Year (Apr - Mar), 2020",Four Wheelers,Quadricycle,4295938,ELECTRIC/PLUG-IN,Agriculture,9586.15
India,"Financial Year (Apr - Mar), 2016",Buses,Diesel Cars,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2020",Buses,Diesel Cars,3426599,PETROL,Domestic,70655.31
India,"Financial Year (Apr - Mar), 2011",Four Wheelers,Electric Two Wheelers,8012983,PETROL,Public Water Works & Sewage Pumping,5026.46
India,"Financial Year (Apr - Mar), 2010",Three Wheelers,Electric Cars,1725027,ELECTRIC/PLUG-IN,Agriculture,24656.19
India,"Financial Year (Apr - Mar), 2001",Three Wheelers,Electric Cars,1199611,PETROL,Agriculture,7413.66
India,"Financial Year (Apr - Mar), 2021",Trucks,Motorcycles,,CNG ONLY,Domestic,7692.54
India,"Financial Year (Apr - Mar), 2024",Two Wheelers,Motorcycles,,ELECTRIC(BOV),Agriculture,
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Scooters,,DIESEL/HYBRID,Commercial,2518.28
India,"Financial Year (Apr - Mar), 2015",Buses,Electric Two Wheelers,,ELECTRIC(BOV),Domestic,2573.7
India,"Financial Year (Apr - Mar), 2004",Two Wheelers,Mopeds,,LPG ONLY,Miscellaneous,330.99
India,"Financial Year (Apr - Mar), 2010",Two Wheelers,CNG Cars,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,93218.27
India,"Financial Year (Apr - Mar), 2005",Quadricycle,Quadricycle,6486480,DIESEL,Miscellaneous,4880.15
India,"Financial Year (Apr - Mar), 2004",Buses,Motorcycles,9490034,LPG ONLY,Commercial,6094.73
India,"Financial Year (Apr - Mar), 2023",Two Wheelers,Mopeds,3383546,DIESEL,Domestic,
India,"Financial Year (Apr - Mar), 2021",Four Wheelers,Electric Cars,409104,LPG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2020",Four Wheelers,Diesel Cars,,DIESEL,Miscellaneous,70364.76
India,"Financial Year (Apr - Mar), 2000",Three Wheelers,Mopeds,2605173,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,19001.63
India,"Financial Year (Apr - Mar), 2012",Two Wheelers,Scooters,365760,CNG ONLY,Miscellaneous,16958.32
India,"Financial Year (Apr - Mar), 2022",Three Wheelers,Diesel Cars,,DIESEL,Commercial,
India,"Financial Year (Apr - Mar), 2024",Trucks,Quadricycle,,DIESEL/HYBRID,Miscellaneous,59922.26
India,"Financial Year (Apr - Mar), 2002",Three Wheelers,CNG Cars,,ELECTRIC/PLUG-IN,Domestic,772.59
India,"Financial Year (Apr - Mar), 2023",Four Wheelers,Quadricycle,2018063,ELECTRIC/PLUG-IN,Domestic,
India,"Financial Year (Apr - Mar), 2022",Buses,Scooters,4890539,LPG ONLY,Agriculture,78888.9
India,"Financial Year (Apr - Mar), 2016",Four Wheelers,Electric Two Wheelers,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,70352.2
India,"Financial Year (Apr - Mar), 2009",Buses,Mopeds,2370532,DIESEL,Domestic,
India,"Financial Year (Apr - Mar), 2016",Quadricycle,Scooters,7280249,ELECTRIC/PLUG-IN,Agriculture,33999.37
India,"Financial Year (Apr - Mar), 2013",Three Wheelers,Quadricycle,5152633,PETROL,Public Water Works & Sewage Pumping,38511.2
India,"Financial Year (Apr - Mar), 2010",Three Wheelers,Scooters,,ELECTRIC/PLUG-IN,Agriculture,9226.2
India,"Financial Year (Apr - Mar), 2004",Quadricycle,Diesel Cars,,DIESEL,Public Water Works & Sewage Pumping,7050.8
India,"Financial Year (Apr - Mar), 2018",Quadricycle,Mopeds,,CNG ONLY,Agriculture,33182.09
India,"Financial Year (Apr - Mar), 2012",Trucks,Quadricycle,,DIESEL,Public Water Works & Sewage Pumping,2992.9
India,"Financial Year (Apr - Mar), 2018",Quadricycle,Motorcycles,,ELECTRIC(BOV),Agriculture,
India,"Financial Year (Apr - Mar), 2006",Three Wheelers,CNG Cars,,PETROL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2006",Quadricycle,Scooters,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2020",Trucks,Electric Two Wheelers,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,7852.04
India,"Financial Year (Apr - Mar), 2003",Trucks,Quadricycle,,LPG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2003",Buses,Mopeds,8108644,ELECTRIC(BOV),Agriculture,
India,"Financial Year (Apr - Mar), 2016",Buses,Scooters,,DIESEL,Miscellaneous,85137.92
India,"Financial Year (Apr - Mar), 2008",Two Wheelers,CNG Cars,,LPG ONLY,Miscellaneous,1973.9
India,"Financial Year (Apr - Mar), 2018",Four Wheelers,Motorcycles,9942563,LPG ONLY,Commercial,98117.65
India,"Financial Year (Apr - Mar), 2014",Buses,Electric Cars,7784892,DIESEL,Domestic,
India,"Financial Year (Apr - Mar), 2004",Quadricycle,Mopeds,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,1974.9
India,"Financial Year (Apr - Mar), 2013",Three Wheelers,Scooters,7476202,ELECTRIC(BOV),Commercial,
India,"Financial Year (Apr - Mar), 2004",Trucks,Electric Two Wheelers,,ELECTRIC/PLUG-IN,Agriculture,26433.74
